symbol,company,insider_name,category,quantity,value,type,trade_date,mode,exchange
BHARTIARTL,Bharti Airtel Limited,BHARTI AIRTEL EMPLOYEES WELFARE TRUST,Other,185229.0,293767910,Buy,11-Dec-2024,Market Purchase,NSE
BHARTIARTL,Bharti Airtel Limited,BHARTI AIRTEL EMPLOYEES WELFARE TRUST,Other,142700.0,240199364,Buy,13-Dec-2024,Market Purchase,NSE
NCLIND,NCL Industries Limited,KALIDINDI RAVI,Director,500.0,109000,Buy,09-Dec-2024,Market Purchase,NSE
NCLIND,NCL Industries Limited,Kakatiya Industries (P) Ltd,Promoter Group,5000.0,1087954,Buy,09-Dec-2024,Market Purchase,NSE
KIRLOSIND,Kirloskar Industries Limited,Tejas Deshpande,Director,10.0,46777,Buy,13-Dec-2024,Market Purchase,NSE
INDOWIND,Indowind Energy Limited,SOURA CAPITAL PRIVATE LTD,Promoter Group,100000.0,2388777,Buy,13-Dec-2024,Market Purchase,BSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,2941.0,6642936,Buy,13-Dec-2024,Market Purchase,NSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,720.0,1622681,Buy,13-Dec-2024,Market Purchase,BSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,235.0,535969,Buy,12-Dec-2024,Market Purchase,NSE
NRBBEARING,NRB Bearing Limited,AZIZ YOUSUF ZAVERI,Promoter Group,400.0,120154,Buy,12-Dec-2024,Market Purchase,NSE
REXPIPES,Rex Pipes And Cables Industries Limited,MRS. SUMAN GADWAL,Promoter Group,2000.0,149000,Buy,13-Dec-2024,Market Purchase,NSE
BAIDFIN,Baid Finserv Limited,Mahendra Kumar Baid,Promoter Group,300000.0,5097000,Buy,13-Dec-2024,Market Purchase,NSE
BAIDFIN,Baid Finserv Limited,AMAN BAID,Promoter Group,350000.0,5845000,Buy,13-Dec-2024,Market Purchase,NSE
BAIDFIN,Baid Finserv Limited,Aditya Baid,Promoter Group,350000.0,5845000,Buy,13-Dec-2024,Market Purchase,NSE
VIVIANA,Viviana Power Tech Limited,Richi Nikeshbhai Choksi,Promoters,5000.0,4526000,Buy,10-Dec-2024,Market Purchase,NSE
VIVIANA,Viviana Power Tech Limited,Richi Nikeshbhai Choksi,Promoters,5000.0,230745,Buy,10-Dec-2024,Market Purchase,NSE
GODREJPROP,Godrej Properties Limited,Godrej Industries Limited,Promoters,3231300.0,9500022000,Buy,12-Dec-2024,Market Purchase,BSE
PKTEA,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,Promoter Group,1796.0,1278942,Buy,11-Dec-2024,Market Purchase,NSE
ORIENTBELL,Orient Bell Limited,Mahendra K Daga,Promoters,304.0,97888,Buy,12-Dec-2024,Market Purchase,NSE
ORIENTBELL,Orient Bell Limited,Mahendra K Daga,Promoters,6631.0,2146057,Buy,11-Dec-2024,Market Purchase,NSE
HITECH,Hi-Tech Pipes Limited,"MANOJ KUMAR GUPTA, TRUSTEE HI-TECH PIPES EMPLOYEES WELFARE TRUST",Other,50000.0,8571950,Buy,09-Dec-2024,Market Purchase,NSE
ASAHIINDIA,Asahi India Glass Limited,Mr. Sanjay Labroo,Promoters,20000.0,15500000,Buy,11-Dec-2024,Market Purchase,NSE
KECL,Kirloskar Electric Company Limited,VIJAY R KIRLOSKAR,Promoters,5000.0,972989,Buy,13-Dec-2024,Market Purchase,NSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,200.0,135400,Buy,12-Dec-2024,Market Purchase,BSE
SPCL,Shivalic Power Control Limited,AMIT KANWAR JINDAL,Promoters,36000.0,8668500,Buy,11-Dec-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2881.0,10947345,Buy,11-Dec-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2861.0,10947836,Buy,12-Dec-2024,Market Purchase,NSE
GODREJPROP,Godrej Properties Limited,Godrej Seeds & GeneticsLimited,Promoter Group,55000.0,160304001,Buy,11-Dec-2024,Market Purchase,NSE
AFCONS,Afcons Infrastructure Limited,Patsy Mistry,Promoter Group,5600.0,2978580,Buy,10-Dec-2024,Market Purchase,BSE
KROSS,Kross Limited,SUDHIR RAI,Promoters,35000.0,7696500,Buy,-,Market Purchase,NSE
NAHARPOLY,Nahar Poly Films Limited,SUNITA SHARMA,Immediate relative,4634.0,1361292,Buy,09-Dec-2024,Market Purchase,NSE
CREST,Crest Ventures Limited,Hemant Pratapbhai Kotak,-,66000.0,31751257,Buy,11-Dec-2024,Market Purchase,NSE
SALZERELEC,Salzer Electronics Limited,R DORAISWAMY,Promoters,750.0,974000,Buy,09-Dec-2024,Market Purchase,NSE
SFL,Sheela Foam Limited,Rahul Gautam,Promoters,16000.0,15205362,Buy,-,Market Purchase,NSE
POONAWALLA,Poonawalla Fincorp Limited,Rising Sun Holdings Private Limited,Promoters,469599.0,164857631,Buy,09-Dec-2024,Market Purchase,NSE
ORIENTBELL,Orient Bell Limited,Madhur Daga,Promoters,3055.0,987101,Buy,10-Dec-2024,Market Purchase,NSE
ORIENTBELL,Orient Bell Limited,Mahendra K Daga,Promoters,1500.0,486480,Buy,10-Dec-2024,Market Purchase,NSE
JINDRILL,Jindal Drilling And Industries Limited,Sudha Apparels Ltd,Promoter Group,150000.0,121411062,Buy,06-Dec-2024,Market Purchase,NSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,404.0,277127,Buy,10-Dec-2024,Market Purchase,BSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2976.0,10949589,Buy,09-Dec-2024,Market Purchase,NSE
PKTEA,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,Promoter Group,3122.0,1774469,Buy,26-Nov-2024,Market Purchase,NSE
INDUSTOWER,Indus Towers Limited,INDUS TOWERS EMPLOYEES WELFARE TRUST,Other,715000.0,257648027,Buy,04-Dec-2024,Market Purchase,NSE
KMEW,Knowledge Marine & Engineering Works Limited,Sujay Mohanlal Kewalramani,Promoter Group,317.0,721008,Buy,09-Dec-2024,Market Purchase,BSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,450.0,300524,Buy,06-Dec-2024,Market Purchase,BSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,5.0,3311,Buy,05-Dec-2024,Market Purchase,BSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,700.0,478326,Buy,09-Dec-2024,Market Purchase,BSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2859.0,10948641,Buy,06-Dec-2024,Market Purchase,NSE
JSL,Jindal Stainless Limited,JSL OVERSEAS HOLDING LTF,Promoter Group,495576.0,359698750,Buy,05-Dec-2024,Market Purchase,NSE
PAISALO,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,Promoter Group,739112.0,45751417,Buy,09-Dec-2024,Market Purchase,NSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,793.0,1724557,Buy,05-Dec-2024,Market Purchase,NSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,34.0,73810,Buy,05-Dec-2024,Market Purchase,BSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,37.0,80952,Buy,06-Dec-2024,Market Purchase,NSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,10.0,21900,Buy,06-Dec-2024,Market Purchase,BSE
ASAHIINDIA,Asahi India Glass Limited,Mrs. Leena S Labroo,Promoter Group,9500.0,6887350,Buy,05-Dec-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2989.0,10948135,Buy,05-Dec-2024,Market Purchase,NSE
DIVYADHAN,Divyadhan Recycling Industries Limited,VARUN GUPTA,Promoters,4000.0,317500,Buy,03-Dec-2024,Market Purchase,NSE
NRBBEARING,NRB Bearing Limited,AZIZ YOUSUF ZAVERI,Promoter Group,1329.0,400926,Buy,05-Dec-2024,Market Purchase,NSE
SILVERTUC,Silver Touch Technologies Limited,Tasha Thakkar,Immediate relative,100.0,67385,Buy,06-Dec-2024,Market Purchase,BSE
GNA,GNA Axles Limited,RANBIR SINGH,Promoters,7095.0,2868667,Buy,26-Nov-2024,Market Purchase,NSE
SPCL,Shivalic Power Control Limited,AMIT KANWAR JINDAL,Promoters,5400.0,1198350,Buy,29-Nov-2024,Market Purchase,NSE
SREEL,Sreeleathers Limited,SOHAM DEY,Promoter Group,80000.0,19963024,Buy,04-Dec-2024,Market Purchase,BSE
SREEL,Sreeleathers Limited,ROCHITA DEY,Promoter Group,162000.0,39790852,Buy,03-Dec-2024,Market Purchase,"BSE,NSE"
CREST,Crest Ventures Limited,Hemant Pratapbhai Kotak,-,50000.0,24418531,Buy,04-Dec-2024,Market Purchase,NSE
CREST,Crest Ventures Limited,Dipti Vikram Kotak,-,30000.0,14674557,Buy,04-Dec-2024,Market Purchase,NSE
SFL,Sheela Foam Limited,Rahul Gautam,Promoters,17500.0,15044432,Buy,-,Market Purchase,NSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,25.0,54925,Buy,02-Dec-2024,Market Purchase,NSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,5.0,11000,Buy,02-Dec-2024,Market Purchase,BSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,10.0,22000,Buy,03-Dec-2024,Market Purchase,BSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,2595.0,5710042,Buy,03-Dec-2024,Market Purchase,NSE
CSLFINANCE,CSL Finance Limited,CSL Capital Private Limited,Promoters,2000.0,628800,Buy,28-Nov-2024,Market Purchase,NSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,1000.0,673150,Buy,04-Dec-2024,Market Purchase,NSE
SNOWMAN,Snowman Logistics Limited,GATEWAY DISTRIPARKS LIMITED,Promoters,648906.0,51229247,Buy,04-Dec-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,3079.0,10947809,Buy,03-Dec-2024,Market Purchase,NSE
NRBBEARING,NRB Bearing Limited,AZIZ YOUSUF ZAVERI,Promoter Group,1730.0,503283,Buy,29-Nov-2024,Market Purchase,NSE
UNITEDPOLY,United Polyfab Gujarat Limited,Nirmalkumar Mangalchand Mittal,Promoters,17200.0,2451733,Buy,03-Dec-2024,Market Purchase,NSE
TARMAT,Tarmat Limited,Jerry Varghese,Promoters,6600.0,501534,Buy,02-Dec-2024,Market Purchase,NSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,400.0,278419,Buy,03-Dec-2024,Market Purchase,NSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,92.0,65240,Buy,29-Nov-2024,Market Purchase,NSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,297.0,210460,Buy,02-Dec-2024,Market Purchase,NSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,200.0,139602,Buy,28-Nov-2024,Market Purchase,NSE
AVONMORE,Avonmore Capital & Management Services  Limited,NAVJEET SINGH SOBTI,Promoters,174744.0,2984599,Buy,03-Dec-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,3117.0,10961088,Buy,02-Dec-2024,Market Purchase,NSE
DIVYADHAN,Divyadhan Recycling Industries Limited,VARUN GUPTA,Promoters,8000.0,639000,Buy,02-Dec-2024,Market Purchase,NSE
SUDARSCHEM,Sudarshan Chemical Industries Limited,Amitabha Mukhopadhyay,Other,2000.0,2084567,Buy,28-Nov-2024,Market Purchase,NSE
SUDARSCHEM,Sudarshan Chemical Industries Limited,Amitabha Mukhopadhyay,Other,11000.0,11570856,Buy,29-Nov-2024,Market Purchase,NSE
SFL,Sheela Foam Limited,Rahul Gautam,Promoters,12500.0,10751090,Buy,-,Market Purchase,NSE
UNITEDPOLY,United Polyfab Gujarat Limited,Nirmalkumar Mangalchand Mittal,Promoters,127050.0,18573723,Buy,02-Dec-2024,Market Purchase,NSE
AVONMORE,Avonmore Capital & Management Services  Limited,NAVJEET SINGH SOBTI,Promoters,100814.0,1801788,Buy,02-Dec-2024,Market Purchase,NSE
KMEW,Knowledge Marine & Engineering Works Limited,Sujay Mohanlal Kewalramani,Promoter Group,565.0,1257131,Buy,02-Dec-2024,Market Purchase,NSE
GLOBAL,Global Education Limited,MIDASTECH VENTURES PRIVATE LIMITED,Promoters,1647.0,320960,Buy,02-Dec-2024,Market Purchase,NSE
GLOBAL,Global Education Limited,CEREBRAL TECH VENTURES PVT LTD,Promoter Group,19717.0,3897448,Buy,02-Dec-2024,Market Purchase,NSE
SNOWMAN,Snowman Logistics Limited,GATEWAY DISTRIPARKS LIMITED,Promoters,193557.0,14135274,Buy,29-Nov-2024,Market Purchase,NSE
SNOWMAN,Snowman Logistics Limited,GATEWAY DISTRIPARKS LIMITED,Promoters,285000.0,21492278,Buy,02-Dec-2024,Market Purchase,NSE
MITCON,MITCON Consultancy & Engineering Services Limited,AJITA AGARWAL,Immediate relative,1239.0,113,Buy,18-Nov-2024,Market Purchase,NSE
MITCON,MITCON Consultancy & Engineering Services Limited,AJITA AGARWAL,Immediate relative,831.0,116,Buy,19-Nov-2024,Market Purchase,NSE
MITCON,MITCON Consultancy & Engineering Services Limited,AJITA AGARWAL,Immediate relative,4000.0,111,Buy,21-Nov-2024,Market Purchase,NSE
MITCON,MITCON Consultancy & Engineering Services Limited,AJITA AGARWAL,Immediate relative,1080.0,111,Buy,22-Nov-2024,Market Purchase,NSE
MITCON,MITCON Consultancy & Engineering Services Limited,AJITA AGARWAL,Immediate relative,1255.0,115,Buy,25-Nov-2024,Market Purchase,NSE
MITCON,MITCON Consultancy & Engineering Services Limited,AJITA AGARWAL,Immediate relative,406.0,116,Buy,26-Nov-2024,Market Purchase,NSE
MITCON,MITCON Consultancy & Engineering Services Limited,AJITA AGARWAL,Immediate relative,1000.0,113,Buy,27-Nov-2024,Market Purchase,NSE
TFCILTD,Tourism Finance Corporation of India Limited,Aditya Kumar Halwasiya,Director,500000.0,89850000,Buy,29-Nov-2024,Market Purchase,NSE
KIRLOSIND,Kirloskar Industries Limited,Tejas Deshpande,Director,7.0,33313,Buy,28-Nov-2024,Market Purchase,NSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,1859.0,3904266,Buy,28-Nov-2024,Market Purchase,NSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,3048.0,6668879,Buy,29-Nov-2024,Market Purchase,BSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,4412.0,9738144,Buy,29-Nov-2024,Market Purchase,NSE
RPGLIFE,RPG Life Sciences Limited,Nucleus Life Trust,Promoter Group,306.0,638232,Buy,28-Nov-2024,Market Purchase,BSE
CSLFINANCE,CSL Finance Limited,CSL Capital Private Limited,Promoters,2000.0,628800,Buy,28-Nov-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,3144.0,10949347,Buy,28-Nov-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,3211.0,10946870,Buy,27-Nov-2024,Market Purchase,NSE
AARTECH,Aartech Solonics Limited,AMIT ANIL RAJE,Promoters,12700.0,1027430,Buy,29-Nov-2024,Market Purchase,NSE
RELTD,Ravindra Energy Limited,Shree Renuka Sugars Development Foundation,-,689.0,95068,Buy,28-Nov-2024,Market Purchase,NSE
RELTD,Ravindra Energy Limited,Shree Renuka Sugars Development Foundation,-,5000.0,630000,Buy,27-Nov-2024,Market Purchase,NSE
RELTD,Ravindra Energy Limited,Shree Renuka Sugars Development Foundation,-,1543.0,194418,Buy,27-Nov-2024,Market Purchase,BSE
KROSS,Kross Limited,SUDHIR RAI,Promoters,25000.0,5497000,Buy,-,Market Purchase,NSE
DIVYADHAN,Divyadhan Recycling Industries Limited,VARUN GUPTA,Promoters,4000.0,299000,Buy,28-Nov-2024,Market Purchase,NSE
ARHAM,Arham Technologies Limited,Ankit Jain,Promoters,8000.0,1077000,Buy,27-Nov-2024,Market Purchase,NSE
NRBBEARING,NRB Bearing Limited,AZIZ YOUSUF ZAVERI,Promoter Group,5580.0,1603519,Buy,25-Nov-2024,Market Purchase,NSE
NRBBEARING,NRB Bearing Limited,AZIZ YOUSUF ZAVERI,Promoter Group,272.0,78341,Buy,28-Nov-2024,Market Purchase,NSE
TOKYOPLAST,Tokyo Plast International Limited,Priti Haresh Shah,Promoter Group,916828.0,9063,Buy,18-Nov-2024,Market Purchase,NSE
TOKYOPLAST,Tokyo Plast International Limited,Priti Haresh Shah,Promoter Group,925891.0,387,Buy,25-Nov-2024,Market Purchase,BSE
ASHALOG,Ashapura Logistics Limited,Sujith Chandrasekhar Kurup,Promoters,70000.0,6959500,Buy,27-Nov-2024,Market Purchase,NSE
LTFOODS,LT Foods Limited,Abhinav Arora,Promoter Group,551.0,219849,Buy,29-Nov-2024,Market Purchase,NSE
20MICRONS,20 Microns Limited,IONIX ADVANCED MATERIALS PRIVATE LIMITED,Promoter Group,2500.0,563000,Buy,27-Nov-2024,Market Purchase,NSE
20MICRONS,20 Microns Limited,IONIX ADVANCED MATERIALS PRIVATE LIMITED,Promoter Group,5000.0,1103500,Buy,28-Nov-2024,Market Purchase,NSE
LTFOODS,LT Foods Limited,Abhinav Arora,Promoter Group,1051.0,408208,Buy,28-Nov-2024,Market Purchase,NSE
MDL,Marvel Decor Limited,Ashok Ramniklal Paun,Promoters,10000.0,1060000,Buy,27-Nov-2024,Market Purchase,NSE
MDL,Marvel Decor Limited,Ashok Ramniklal Paun,Promoters,10000.0,1030000,Buy,27-Nov-2024,Market Purchase,NSE
MDL,Marvel Decor Limited,Ashok Ramniklal Paun,Promoters,14000.0,1470000,Buy,27-Nov-2024,Market Purchase,NSE
MDL,Marvel Decor Limited,Ashok Ramniklal Paun,Promoters,2000.0,215000,Buy,27-Nov-2024,Market Purchase,NSE
SFL,Sheela Foam Limited,Rahul Gautam,Promoters,25000.0,20368775,Buy,-,Market Purchase,NSE
YASHOPTICS,Yash Optics & Lens Limited,CHIRAG MANHARLAL DOSHI,Promoters,12800.0,1045120,Buy,28-Nov-2024,Market Purchase,NSE
LAXMICOT,Laxmi Cotspin Limited,SANJAY KACHRULAL RATHI,Key Managerial Personnel,2500.0,81250,Buy,26-Nov-2024,Market Purchase,NSE
LAXMICOT,Laxmi Cotspin Limited,SANJAY KACHRULAL RATHI,Key Managerial Personnel,5001.0,160382,Buy,25-Nov-2024,Market Purchase,NSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,520.0,365959,Buy,27-Nov-2024,Market Purchase,NSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,39.0,27295,Buy,22-Nov-2024,Market Purchase,BSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,3249.0,10949062,Buy,26-Nov-2024,Market Purchase,NSE
RELTD,Ravindra Energy Limited,Shree Renuka Sugars Development Foundation,-,10757.0,1336664,Buy,26-Nov-2024,Market Purchase,NSE
RELTD,Ravindra Energy Limited,Shree Renuka Sugars Development Foundation,-,413275.0,51373601,Buy,26-Nov-2024,Market Purchase,BSE
RELTD,Ravindra Energy Limited,Shree Renuka Sugars Development Foundation,-,2800.0,336000,Buy,25-Nov-2024,Market Purchase,BSE
RELTD,Ravindra Energy Limited,Shree Renuka Sugars Development Foundation,-,2200.0,248798,Buy,22-Nov-2024,Market Purchase,NSE
RELTD,Ravindra Energy Limited,Shree Renuka Sugars Development Foundation,-,589401.0,66654926,Buy,22-Nov-2024,Market Purchase,BSE
UNITEDPOLY,United Polyfab Gujarat Limited,Gagan Nirmalkumar Mittal,Promoters,136200.0,19087068,Buy,27-Nov-2024,Market Purchase,NSE
RELTD,Ravindra Energy Limited,Shree Renuka Sugars Development Foundation,-,11000.0,1243770,Buy,21-Nov-2024,Market Purchase,NSE
RELTD,Ravindra Energy Limited,Shree Renuka Sugars Development Foundation,-,22050.0,2487806,Buy,21-Nov-2024,Market Purchase,BSE
INDOCO,Indoco Remedies Limited,Aditi M Panandikar,Promoters,8232.0,2489357,Buy,27-Nov-2024,Market Purchase,NSE
PKTEA,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,Promoter Group,3385.0,1792346,Buy,18-Nov-2024,Market Purchase,NSE
SASTASUNDR,Sastasundar Ventures Limited,Luv Kush Projects Limited,Promoter Group,5000.0,1550936,Buy,25-Nov-2024,Market Purchase,NSE
ARIES,Aries Agro Limited,Dr Rahul Mirchandani,-,90000.0,900000,Buy,26-Nov-2024,Market Purchase,BSE
BHARATWIRE,Bharat Wire Ropes Limited,Mayank Murarilal Mittal,Promoters,14000.0,3061183,Buy,21-Nov-2024,Market Purchase,NSE
BHARATWIRE,Bharat Wire Ropes Limited,Manan Mittal,Promoters,13500.0,2967165,Buy,26-Nov-2024,Market Purchase,NSE
BHARATWIRE,Bharat Wire Ropes Limited,Manan Mittal,Promoters,20000.0,4397800,Buy,22-Nov-2024,Market Purchase,NSE
BHARATWIRE,Bharat Wire Ropes Limited,Manan Mittal,Promoters,35000.0,7697200,Buy,21-Nov-2024,Market Purchase,NSE
SFL,Sheela Foam Limited,Rahul Gautam,Promoters,25000.0,20016000,Buy,-,Market Purchase,NSE
YASHOPTICS,Yash Optics & Lens Limited,Chirag Manharlal Doshi,Promoters,1600.0,130640,Buy,26-Nov-2024,Market Purchase,NSE
AVONMORE,Avonmore Capital & Management Services  Limited,NAVJEET SINGH SOBTI,Promoters,110000.0,1769701,Buy,26-Nov-2024,Market Purchase,NSE
SFL,Sheela Foam Limited,Rahul Gautam,Promoters,25000.0,20074853,Buy,-,Market Purchase,NSE
BHARATWIRE,Bharat Wire Ropes Limited,Mayank Murarilal Mittal,Promoters,9676.0,2141297,Buy,19-Nov-2024,Market Purchase,NSE
BHARATWIRE,Bharat Wire Ropes Limited,Mayank Murarilal Mittal,Promoters,10000.0,2190876,Buy,25-Nov-2024,Market Purchase,NSE
BHARATWIRE,Bharat Wire Ropes Limited,Manan Mittal,Promoters,22796.0,5086286,Buy,19-Nov-2024,Market Purchase,NSE
TGL,Teerth Gopicon Limited,Chandrikaben M  Kumbhani,Promoters,600.0,298680,Buy,26-Nov-2024,Market Purchase,NSE
TGL,Teerth Gopicon Limited,Chandrikaben M  Kumbhani,Promoters,400.0,199160,Buy,26-Nov-2024,Market Purchase,NSE
TGL,Teerth Gopicon Limited,Chandrikaben M  Kumbhani,Promoters,3200.0,1634880,Buy,25-Nov-2024,Market Purchase,NSE
NRBBEARING,NRB Bearing Limited,AZIZ YOUSUF ZAVERI,Promoter Group,3140.0,876638,Buy,22-Nov-2024,Market Purchase,NSE
NRBBEARING,NRB Bearing Limited,AZIZ YOUSUF ZAVERI,Promoter Group,200.0,55784,Buy,21-Nov-2024,Market Purchase,NSE
GNA,GNA Axles Limited,RANBIR SINGH,Promoters,27491.0,10765135,Buy,13-Nov-2024,Market Purchase,NSE
PRAKASHSTL,Prakash Steelage Limited,PRAKASH CHHAGANLAL KANUGO,Promoters,10000.0,80918,Buy,25-Nov-2024,Market Purchase,NSE
CSLFINANCE,CSL Finance Limited,CSL Capital Private Limited,Promoters,2500.0,772500,Buy,21-Nov-2024,Market Purchase,NSE
CSLFINANCE,CSL Finance Limited,CSL Capital Private Limited,Promoters,560.0,175834,Buy,22-Nov-2024,Market Purchase,NSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,527.0,375756,Buy,25-Nov-2024,Market Purchase,BSE
AVONMORE,Avonmore Capital & Management Services  Limited,NAVJEET SINGH SOBTI,Promoters,100000.0,1561654,Buy,25-Nov-2024,Market Purchase,NSE
MANGLMCEM,Mangalam Cement Limited,Rambara Trading Private Limited,Promoter Group,50000.0,40975058,Buy,22-Nov-2024,Market Purchase,NSE
NRBBEARING,NRB Bearing Limited,HARSHBEENA SAHNEY ZAVERI,Promoters,13457.0,3759607,Buy,21-Nov-2024,Market Purchase,NSE
NRBBEARING,NRB Bearing Limited,HARSHBEENA SAHNEY ZAVERI,Promoters,4857.0,1358307,Buy,22-Nov-2024,Market Purchase,NSE
TFCILTD,Tourism Finance Corporation of India Limited,Aditya Kumar Halwasiya,Director,500000.0,84200000,Buy,22-Nov-2024,Market Purchase,NSE
SNOWMAN,Snowman Logistics Limited,GATEWAY DISTRIPARKS LIMITED,Promoters,40000.0,2714992,Buy,21-Nov-2024,Market Purchase,NSE
SNOWMAN,Snowman Logistics Limited,GATEWAY DISTRIPARKS LIMITED,Promoters,439925.0,31427406,Buy,22-Nov-2024,Market Purchase,NSE
ALLDIGI,Alldigi Tech Limited,Naozer Dalal,Key Managerial Personnel,300.0,266129,Buy,13-Nov-2024,Market Purchase,NSE
ACE,Action Construction Equipment Limited,Action Construction Equipment Limited Employees Welfare Trust,Other,1000.0,1220991,Buy,22-Nov-2024,Market Purchase,NSE
TGL,Teerth Gopicon Limited,Chandrikaben M Kumbhani,Promoters,800.0,392960,Buy,21-Nov-2024,Market Purchase,NSE
SILVERTUC,Silver Touch Technologies Limited,Vipul Thakkar,Promoters,100.0,70038,Buy,21-Nov-2024,Market Purchase,NSE
KECL,Kirloskar Electric Company Limited,VIJAY R KIRLOSKAR,Promoters,5000.0,864985,Buy,21-Nov-2024,Market Purchase,NSE
SFL,Sheela Foam Limited,Rahul Gautam,Promoters,12500.0,9977195,Buy,-,Market Purchase,NSE
SARLAPOLY,Sarla Performance Fibers Limited,Hindustan Cotton Company,Promoter Group,6754.0,570742,Buy,14-Nov-2024,Market Purchase,NSE
